,violent,crime_type,unique_id,gender,age,race,marital_stat,is_military,year_arrested,year_admitted,ntimes_arrested,age_arrest_first,violent_first,probation_yn,ntimes_incarc_adult,ntimes_incarc_juv,highest_grade_attend,has_GED,has_HSD,had_job,public_assist_prior,monthly_income_prior,family_makeup,child_caretaker_welfare,child_caretaker_substabuse,parents_servetime,family_servetime,commit_crime_juv,age_crime_first,forcible_sex,phys_abuse,age_drink_first,drink_frequency,used_heroin,used_meth,used_barbiturates,used_crack,used_cocaine,used_pcp,used_ecstacy,used_lsd,used_pot
8416,1,1,8417,male,38,white,never_marr,0,1983,1984,4.0,14.0,1,1,2.0,0.0,10.0,1,0,1,0,1750.0,mother,0,1,0,1,1,12.0,1,1,13.0,7,0,0,0,0,0,0,0,0,1
8418,1,1,8419,male,33,white,divorced,0,1989,1991,1.0,18.0,1,0,2.0,0.0,11.0,1,0,0,0,0.0,mother,0,1,0,0,0,13.8279620853,0,0,18.0,9,0,0,0,0,0,0,0,0,0
8419,0,3,8420,male,31,black,never_marr,0,1996,2001,1.0,25.0,0,1,2.0,0.0,12.0,0,1,1,0,1750.0,both,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
8420,1,1,8421,male,37,white,never_marr,0,1996,1998,6.0,17.0,0,0,2.0,0.0,11.0,1,0,0,0,0.0,both,1,1,1,0,1,8.0,0,1,13.0,10,0,0,0,1,1,0,0,1,1
8422,1,1,8423,male,22,white,never_marr,0,2000,2001,3.0,13.0,0,1,2.0,0.0,10.0,1,0,1,0,500.0,mother,0,0,0,0,1,13.0,0,0,14.0,7,0,0,0,0,0,0,0,0,1
8423,0,3,8424,male,53,white,married,1,1996,1996,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,0,0,1350.0,both,0,1,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
8424,1,1,8425,male,26,black,never_marr,0,9997,9997,2.0,18.9689288635,1,1,2.0,0.0,10.0,0,0,0,0,0.0,both,0,0,0,1,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,1
8425,1,1,8426,male,23,white,never_marr,0,1999,1999,1.0,14.0,0,0,2.0,0.0,12.0,0,0,1,1,0.0,mother,1,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,1
8426,1,1,8427,male,44,white,never_marr,0,1990,1991,4.0,16.0,0,1,3.0,0.0,18.0,0,0,1,0,1100.0,both,0,0,0,0,1,16.0,0,0,16.0,10,0,0,0,1,1,0,0,0,1
8427,1,1,8428,male,33,white,never_marr,0,1999,2000,5.0,17.0,0,0,2.0,0.0,11.0,1,0,1,0,900.0,both,0,1,0,0,0,13.8279620853,0,1,18.0,9,0,0,0,1,1,0,0,1,1
8428,0,3,8429,male,38,black,never_marr,0,1999,2001,1.0,19.0,0,0,2.0,0.0,11.0,0,0,0,0,0.0,mother,0,1,1,1,0,13.8279620853,0,0,15.0,8,0,0,0,0,0,0,0,0,0
8429,0,4,8430,male,25,white,divorced,0,1999,2000,0.0,18.9689288635,0,0,2.0,0.0,10.0,1,0,1,0,3750.0,other_rel,1,0,1,1,1,15.0,0,0,15.0,8,0,0,1,0,1,0,1,1,1
8432,1,1,8433,male,31,white,never_marr,0,1995,1996,2.0,16.0,0,1,0.0,2.0,10.0,0,0,1,0,1350.0,both,0,0,0,0,1,16.0,0,0,16.0,9,0,0,0,0,0,0,0,0,1
8433,1,1,8434,male,34,black,never_marr,0,1997,9997,16.0,11.0,0,1,2.0,0.0,9.0,0,0,0,0,0.0,mother,1,1,1,0,1,11.0,1,1,15.9622498484,0,0,0,0,0,1,0,0,0,1
8434,0,3,8435,male,32,black,never_marr,0,1995,1997,2.0,18.0,0,1,2.0,0.0,12.0,0,1,1,0,1100.0,both,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
8435,0,3,8436,male,31,black,never_marr,0,1997,1998,2.0,20.0,0,0,2.0,0.0,11.0,1,0,1,0,2250.0,mother,0,0,0,0,0,13.8279620853,0,0,20.0,8,0,0,0,0,0,0,0,0,1
8436,1,1,8437,male,26,white,never_marr,0,1996,1997,1.0,14.0,0,0,2.0,0.0,9.0,0,0,0,0,1100.0,both,0,0,0,0,0,13.8279620853,1,1,15.9622498484,0,0,0,0,1,1,0,0,0,1
8438,1,1,8439,male,40,white,divorced,0,1997,1997,3.0,17.0,1,1,3.0,0.0,12.0,0,1,1,0,1750.0,both,1,0,0,0,1,14.0,0,0,15.0,0,0,0,0,0,1,0,0,0,1
8439,1,1,8440,male,27,black,never_marr,0,1995,1995,2.0,15.0,0,0,2.0,0.0,11.0,1,0,1,0,2250.0,both,0,0,0,0,1,15.0,0,0,15.0,9,0,0,0,0,1,0,0,0,1
8440,0,3,8441,male,25,black,never_marr,0,1997,1998,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,1,0,6250.0,mother,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
8441,1,1,8442,male,41,white,never_marr,0,1982,1984,1.0,19.0,1,0,2.0,0.0,11.0,0,0,1,0,100.0,both,0,1,0,0,0,13.8279620853,0,1,17.0,10,0,0,0,0,0,0,0,0,1
8444,1,1,8445,female,29,white,never_marr,0,1993,1995,1.0,18.0,0,1,2.0,0.0,12.0,1,0,0,0,0.0,mother,0,1,0,0,0,13.8279620853,1,1,16.0,7,0,0,0,0,0,0,0,0,1
8448,0,2,8449,female,25,white,never_marr,0,2003,2003,4.0,16.0,0,0,2.0,0.0,12.0,1,0,0,0,900.0,mother,0,0,0,0,0,13.8279620853,0,0,17.0,0,0,0,0,0,0,0,1,0,1
8449,0,2,8450,female,38,white,married,0,2002,2002,25.0,11.0,0,1,3.0,0.0,7.0,0,0,0,0,2250.0,mother,1,1,1,0,1,13.0,0,1,16.0,10,0,0,0,1,1,0,0,0,0
8450,1,1,8451,female,46,white,widowed,0,2001,2003,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,0,1,0,1750.0,mother,0,0,0,0,0,13.8279620853,1,1,15.0,10,0,1,0,0,1,0,0,1,1
8453,0,3,8454,female,50,white,divorced,0,2003,2003,30.0,15.0,0,1,2.0,0.0,9.0,0,0,0,0,3750.0,mother,0,0,0,1,1,15.0,1,1,30.0,7,0,0,0,1,0,0,0,0,0
8454,0,2,8455,female,37,white,divorced,0,2003,2003,1.0,25.0,0,1,1.0,0.0,12.0,0,0,0,1,500.0,both,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
8456,1,1,8457,female,29,white,separated,0,2001,2003,6.0,18.0,0,1,2.0,0.0,8.0,0,0,1,1,0.0,foster,1,1,1,1,1,13.0,1,1,13.0,6,0,1,0,0,1,0,0,0,1
8457,1,1,8458,female,24,black,never_marr,1,2001,2002,5.0,10.0,0,1,2.0,0.0,12.0,0,1,1,0,6250.0,both,0,0,0,0,1,10.0,0,0,14.0,7,0,0,0,0,0,0,1,0,1
8459,0,4,8460,female,36,white,married,0,2003,2003,3.0,27.0,0,1,2.0,0.0,8.0,0,0,0,0,0.0,mother,1,0,1,0,1,13.0,0,1,21.0,7,0,0,0,0,0,0,0,0,1
8461,1,1,8462,female,41,black,never_marr,0,1996,1996,21.0,9.0,0,1,2.0,0.0,11.0,0,0,0,1,0.0,mother,1,1,1,1,1,9.0,0,0,15.9622498484,0,1,0,0,1,1,0,0,0,1
8463,1,1,8464,female,41,white,never_marr,0,1980,1980,0.0,18.9689288635,0,0,2.0,0.0,11.0,1,0,1,0,0.0,mother,1,0,0,0,1,15.0,1,1,16.0,6,0,0,0,0,0,0,0,0,1
8464,0,3,8465,female,38,black,divorced,0,2003,2003,2.0,24.0,0,1,1.0,0.0,10.0,0,0,1,0,1100.0,mother,1,1,0,0,1,12.0,1,1,12.0,10,1,0,0,1,1,0,0,0,1
8465,1,1,8466,female,45,white,divorced,0,2000,2001,0.0,18.9689288635,0,0,2.0,0.0,15.0,0,1,1,0,6250.0,both,0,1,0,0,0,13.8279620853,1,0,17.0,10,0,0,0,0,1,0,0,0,1
8470,1,1,8471,female,47,white,divorced,1,2000,2000,2.0,37.0,0,1,2.0,0.0,14.0,0,1,1,0,3750.0,both,0,0,0,0,1,12.0,1,1,12.0,10,0,0,0,1,1,0,0,0,0
8472,0,2,8473,female,43,white,married,0,2001,2002,0.0,18.9689288635,0,0,2.0,0.0,12.0,1,0,0,0,0.0,both,0,0,0,0,0,13.8279620853,0,0,18.0,7,0,0,0,0,0,0,0,0,1
8473,1,1,8474,female,18,black,never_marr,0,2000,2001,0.0,18.9689288635,0,0,2.0,0.0,7.0,0,0,0,0,0.0,other_rel,1,0,0,1,0,13.8279620853,1,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
8475,1,1,8476,female,18,black,never_marr,0,2000,2002,12.0,10.0,1,1,2.0,0.0,6.0,0,0,0,0,0.0,grandparents,0,1,1,0,0,13.8279620853,0,1,15.9622498484,0,0,0,0,0,0,0,0,0,0
8476,1,1,8477,female,35,white,divorced,0,1998,2000,1.0,28.0,0,1,2.0,0.0,9.0,1,0,1,0,1750.0,foster,1,1,0,1,1,14.0,1,1,19.0,0,0,0,0,0,0,0,0,0,0
8477,0,3,8478,female,25,black,married,0,1999,2001,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,1,0,7500.0,both,0,1,0,1,0,13.8279620853,0,1,14.0,9,0,0,0,0,0,0,0,0,1
8478,0,3,8479,female,62,white,separated,0,2000,2001,1.0,42.0,0,0,1.0,0.0,10.0,0,0,0,0,0.0,both,0,0,0,0,0,13.8279620853,0,0,17.0,6,0,0,0,0,0,0,0,0,0
8479,1,1,8480,female,52,black,never_marr,0,1991,1992,1.0,28.0,1,1,1.0,0.0,14.0,0,0,1,0,3750.0,father,0,0,0,1,0,13.8279620853,1,1,15.9622498484,0,0,0,0,0,0,0,0,0,1
8480,0,2,8481,female,49,white,married,0,2002,2003,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,1,0,3750.0,mother,0,1,0,0,1,17.0,0,0,18.0,9,0,0,0,0,1,0,0,0,1
8483,1,1,8484,male,40,white,married,0,2000,2001,0.0,18.9689288635,0,0,2.0,0.0,6.0,1,0,1,0,1350.0,both,0,0,0,0,0,13.8279620853,0,0,18.0,8,0,0,0,0,0,0,0,0,0
8484,0,4,8485,male,51,white,married,0,1999,2000,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,1,0,2250.0,both,0,0,0,0,0,13.8279620853,0,0,18.0,0,0,0,0,0,0,0,0,0,0
8487,1,1,8488,male,30,black,never_marr,0,1996,1997,11.0,14.0,0,1,7.0,0.0,11.0,0,0,0,0,0.0,mother,0,0,0,0,0,13.8279620853,0,0,13.0,10,0,0,0,0,1,0,0,0,1
8489,1,1,8490,male,37,black,never_marr,0,1990,1991,4.0,20.0,0,1,1.0,0.0,11.0,1,0,1,0,900.0,mother,1,0,0,1,0,13.8279620853,0,0,19.0,10,0,0,0,0,1,0,0,0,1
8490,1,1,8491,male,39,black,never_marr,0,1984,1985,1.0,16.0,0,0,0.0,1.0,10.0,0,0,1,0,300.0,mother,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,1
8491,1,1,8492,male,24,black,never_marr,0,1996,1999,2.0,13.0,0,1,0.0,1.0,11.0,1,0,0,0,0.0,both,0,0,0,0,1,10.0,0,0,12.0,10,0,0,0,0,0,0,0,0,1
8493,1,1,8494,male,30,white,divorced,1,2002,2003,0.0,18.9689288635,0,0,2.0,0.0,13.0,0,1,0,0,0.0,both,1,0,0,0,0,13.8279620853,1,0,18.0,0,0,0,0,0,0,0,0,0,0
8494,1,1,8495,male,45,black,divorced,0,1987,1991,1.0,18.0,0,1,2.0,0.0,13.0,0,1,1,0,500.0,grandparents,1,0,1,0,0,13.8279620853,0,1,15.9622498484,0,0,0,0,0,0,0,0,0,0
8495,1,1,8496,male,32,white,married,0,1994,1994,2.0,13.0,0,1,3.0,3.0,12.0,1,0,0,0,500.0,grandparents,1,1,1,0,1,8.0,0,0,18.0,9,0,0,1,0,1,0,0,0,1
8496,0,3,8497,male,51,black,never_marr,0,1996,1996,9.0,17.0,0,1,1.0,0.0,6.0,0,0,1,0,1690.21001409,both,0,0,0,1,0,13.8279620853,0,0,19.0,8,0,0,0,0,0,0,0,0,0
8497,0,3,8498,male,46,black,never_marr,0,1991,1991,3.0,13.0,0,1,3.0,1.0,10.0,0,0,1,0,0.0,mother,1,0,1,0,0,13.8279620853,0,0,20.0,0,1,0,0,1,1,0,0,0,1
8498,1,1,8499,male,31,white,married,0,1999,2000,1.0,18.0,0,1,1.0,0.0,11.0,1,0,1,0,3750.0,both,0,0,0,0,1,12.0,1,1,15.9622498484,0,0,0,0,0,0,0,0,0,0
8499,0,3,8500,male,28,white,never_marr,0,2001,2002,4.0,18.0,0,1,2.0,0.0,10.0,0,0,1,0,3750.0,mother,0,0,0,0,0,13.8279620853,0,0,14.0,9,0,0,0,0,1,0,0,0,1
8501,0,2,8502,male,37,white,divorced,0,1993,1998,3.0,28.0,1,1,2.0,0.0,1.0,0,0,1,0,2250.0,both,0,0,0,0,0,13.8279620853,0,0,18.0,9,0,0,1,0,0,0,0,0,1
8502,0,3,8503,male,27,white,never_marr,0,1997,1997,0.0,18.9689288635,0,0,2.0,0.0,12.0,1,0,1,1,0.0,both,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
8503,1,1,8504,male,42,white,divorced,0,1981,1981,1.0,17.0,1,1,2.0,0.0,7.0,1,0,0,0,100.0,father,1,1,1,1,1,12.0,1,1,14.0,9,0,0,0,0,0,0,0,0,1
8504,1,1,8505,male,38,white,never_marr,0,1989,1989,5.0,13.0,1,1,2.0,2.0,10.0,1,0,1,0,3750.0,both,0,0,0,0,1,5.0,0,0,12.0,7,0,0,0,1,1,0,0,0,1
8506,1,1,8507,male,30,black,married,0,2002,2002,4.0,16.0,0,1,2.0,1.0,11.0,0,0,1,0,1100.0,both,1,0,1,1,1,15.0,0,0,21.0,9,0,0,0,0,0,0,0,0,0
8507,0,3,8508,male,34,race_unknown,divorced,0,1997,1998,0.0,18.9689288635,0,0,2.0,0.0,13.0,0,1,1,0,0.0,mother,0,0,0,0,0,13.8279620853,0,0,21.0,0,0,0,0,0,0,0,0,0,0
8509,1,1,8510,male,47,black,married,1,1983,1985,1.0,14.0,1,0,2.0,0.0,14.0,0,1,1,0,1350.0,mother,1,0,0,0,0,13.8279620853,0,0,17.0,6,0,0,0,0,0,0,0,0,1
8511,0,5,8512,male,40,black,mar_unknown,0,9999,9999,2.0,18.9689288635,0,0,2.0,0.0,10.8733575272,0,0,0,0,0.0,family_unknown,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
8512,0,5,8513,male,56,native_am,married,1,1986,1987,0.0,18.9689288635,0,0,2.0,0.0,16.0,0,1,1,0,1100.0,both,1,0,0,0,0,13.8279620853,0,0,12.0,0,0,0,0,0,0,0,0,0,0
8515,1,1,8516,male,46,white,mar_unknown,0,9998,9998,2.0,18.9689288635,0,0,2.0,0.0,10.8733575272,0,0,0,0,0.0,family_unknown,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
8516,1,1,8517,male,49,white,divorced,1,1992,1992,1.0,24.0,1,0,1.0,0.0,10.0,1,0,1,0,1350.0,both,0,0,0,1,1,24.0,0,0,15.0,8,1,1,1,0,1,0,0,1,1
8517,1,1,8518,male,25,white,never_marr,0,1998,2000,0.0,18.9689288635,0,0,2.0,0.0,6.0,1,0,1,0,2250.0,mother,1,0,0,0,0,13.8279620853,0,1,15.9622498484,0,0,0,0,0,0,0,0,0,0
8518,1,1,8519,male,20,native_am,married,0,2000,2002,2.0,14.0,0,1,1.0,1.0,7.0,0,0,1,0,500.0,foster,1,1,1,1,1,12.0,0,1,11.0,10,0,0,0,0,1,0,1,0,1
8519,1,1,8520,male,52,white,divorced,0,1987,1989,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,0,1,0.0,both,0,1,0,0,0,13.8279620853,0,1,17.0,10,0,1,0,1,1,1,0,1,1
8524,1,1,8525,male,58,white,married,1,1990,1991,1.0,25.0,0,1,2.0,0.0,9.0,1,0,1,0,1100.0,both,0,0,0,1,0,13.8279620853,0,0,23.0,9,0,0,0,0,0,0,0,0,0
8525,0,4,8526,male,51,black,mar_unknown,0,9999,9999,2.0,18.9689288635,0,0,2.0,0.0,10.8733575272,0,0,0,0,0.0,family_unknown,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
8529,0,3,8530,male,29,native_am,never_marr,0,2000,2002,9.0,17.0,0,1,2.0,0.0,10.0,1,0,1,0,0.0,mother,1,0,0,0,1,13.0,0,0,14.0,10,1,0,0,0,0,0,0,0,1
8533,1,1,8534,male,32,white,married,0,2000,2001,10.0,13.0,0,1,1.0,0.0,8.0,1,0,1,0,3750.0,mother,0,1,1,1,1,6.0,0,0,16.0,9,0,0,0,0,1,0,0,0,1
8535,0,2,8536,male,42,white,never_marr,0,1989,1990,2.0,13.0,0,1,2.0,0.0,10.0,1,0,0,0,0.0,mother,0,1,0,0,1,13.0,0,0,15.0,10,0,1,1,1,1,0,0,1,1
8537,1,1,8538,male,36,black,never_marr,0,1984,1994,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,1,1,1350.0,both,0,0,0,1,0,13.8279620853,0,0,18.0,6,0,0,0,0,1,0,0,0,1
8538,0,2,8539,male,43,white,divorced,0,1997,1997,7.0,16.0,0,1,2.0,0.0,9.0,0,0,1,0,0.0,both,0,1,0,1,1,12.0,0,0,7.0,10,0,0,0,1,1,1,0,0,1
8539,0,2,8540,male,20,white,never_marr,0,2002,2002,4.0,15.0,0,1,2.0,0.0,9.0,0,0,1,0,0.0,mother,1,0,0,0,1,15.0,0,0,15.0,10,0,0,1,0,1,0,1,1,1
8542,1,1,8543,male,44,black,divorced,1,1990,2003,7.0,19.0,0,1,6.0,0.0,12.0,0,1,1,0,2250.0,both,0,0,0,1,0,13.8279620853,0,0,18.0,0,0,0,0,0,0,0,0,0,1
8546,0,2,8547,male,54,white,divorced,1,2003,2003,12.0,20.0,0,1,2.0,0.0,9.0,1,0,0,0,3750.0,friends,0,0,0,0,0,13.8279620853,0,0,15.0,10,1,1,1,1,1,0,0,1,1
8547,1,1,8548,male,59,black,never_marr,0,1992,1994,10.0,12.0,0,0,2.0,2.0,11.0,0,0,1,0,1100.0,both,0,0,0,0,1,12.0,0,0,10.0,0,1,1,1,1,1,0,0,1,1
8549,0,3,8550,male,27,black,never_marr,0,2000,2002,1.0,18.0,0,1,2.0,0.0,12.0,0,1,0,0,7500.0,mother,1,1,1,1,1,13.0,0,0,18.0,9,0,0,0,0,0,0,0,0,1
8552,1,1,8553,male,35,black,never_marr,0,1996,1999,10.0,12.0,1,1,2.0,0.0,12.0,0,1,1,0,1100.0,grandparents,1,1,0,0,1,12.0,1,1,12.0,8,0,0,0,0,1,0,0,0,1
8553,1,1,8554,male,30,white,never_marr,0,1994,1995,2.0,18.0,0,0,2.0,0.0,11.0,1,0,1,0,500.0,both,0,1,0,0,1,13.0,1,0,15.0,8,0,0,1,0,1,0,0,1,1
8554,0,2,8555,male,24,black,never_marr,0,2001,2001,1.0,17.0,0,0,0.0,1.0,12.0,0,0,1,0,1100.0,both,0,0,0,1,1,14.0,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,1
8555,1,1,8556,male,44,white,never_marr,0,1999,2002,5.0,18.9689288635,0,1,2.0,0.0,4.0,0,0,1,0,7500.0,foster,0,1,1,0,1,13.8279620853,0,1,12.0,10,1,0,0,1,1,1,0,1,1
8556,1,1,8557,male,22,black,never_marr,0,2001,2002,12.0,13.0,1,1,0.0,0.0,10.0,0,0,0,0,0.0,father,0,0,0,0,1,13.0,0,0,15.0,7,0,0,0,0,0,0,0,0,1
8557,0,2,8558,male,46,white,never_marr,0,2002,2002,10.0,18.0,0,1,2.0,0.0,14.0,0,1,1,0,700.0,mother,0,1,0,1,1,13.0,0,0,13.0,10,1,1,1,1,1,1,0,1,1
8560,1,1,8561,male,19,black,never_marr,0,2001,2002,30.0,12.0,0,1,1.0,1.0,11.0,0,0,1,0,100.0,mother,1,0,1,1,1,12.0,0,0,14.0,9,0,0,0,0,1,0,1,0,1
8562,1,1,8563,male,37,black,never_marr,0,1996,1997,5.0,21.0,0,1,5.0,0.0,10.0,0,0,1,1,1350.0,both,0,0,0,0,1,16.0,0,0,15.9622498484,0,0,0,0,0,1,0,0,0,1
8563,1,1,8564,male,43,black,divorced,0,1999,2002,1.0,39.0,1,1,2.0,0.0,10.0,0,0,1,0,1100.0,both,1,1,1,1,0,13.8279620853,0,0,22.0,0,0,0,0,0,0,0,0,0,0
8564,1,1,8565,male,55,white,never_marr,0,1966,1966,2.0,12.0,0,1,1.0,1.0,12.0,1,0,0,0,1690.21001409,other_rel,0,1,0,1,1,12.0,1,1,16.0,6,0,1,0,0,0,1,0,1,1
8565,1,1,8566,male,31,white,never_marr,0,2002,2002,3.0,11.0,0,1,2.0,0.0,9.0,0,0,1,0,700.0,mother,0,0,1,1,1,11.0,0,1,16.0,10,1,1,1,1,1,0,0,1,1
8567,1,1,8568,male,25,white,never_marr,0,2001,2002,25.0,11.0,0,1,2.0,0.0,10.0,1,0,0,1,7500.0,both,0,0,0,0,1,11.0,1,0,11.0,9,1,0,1,0,1,0,1,1,1
8569,1,1,8570,male,29,white,never_marr,1,2002,2002,7.0,19.0,0,1,2.0,0.0,15.0,0,1,1,0,1350.0,institution,0,1,1,1,0,13.8279620853,0,1,23.0,10,0,0,0,1,1,0,0,0,1
8570,1,1,8571,male,34,black,never_marr,0,1992,1993,4.0,14.0,1,1,2.0,0.0,10.0,0,0,1,0,1750.0,mother,1,0,0,0,1,14.0,0,0,14.0,9,0,0,0,0,1,0,0,0,1
8573,0,2,8574,male,30,white,never_marr,0,1999,1999,4.0,17.0,0,1,3.0,0.0,10.0,0,0,1,0,2250.0,both,1,1,1,1,1,13.0,0,1,16.0,10,1,0,0,1,1,0,1,1,1
8574,1,1,8575,male,25,black,separated,0,2001,2002,0.0,18.9689288635,0,0,2.0,0.0,11.0,0,0,1,0,1350.0,mother,1,0,1,1,1,15.0,0,0,17.0,10,0,0,0,0,0,0,0,0,1
8575,0,2,8576,male,33,white,never_marr,0,1999,1999,13.0,12.0,0,1,2.0,0.0,10.0,0,0,1,0,1750.0,mother,0,0,0,1,1,12.0,0,0,15.9622498484,0,0,0,0,1,1,0,0,0,1
8577,1,1,8578,male,21,white,never_marr,0,1999,2000,17.0,15.0,0,1,1.0,0.0,9.0,0,0,0,0,0.0,both,0,0,1,1,1,13.0,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,1
8578,1,1,8579,male,52,white,married,0,1993,1994,3.0,21.0,0,1,2.0,0.0,11.0,1,0,1,1,1750.0,both,0,1,0,1,0,13.8279620853,0,0,8.0,10,0,0,0,0,0,0,0,0,0
8579,1,1,8580,male,47,white,divorced,0,2002,2003,1.0,19.0,0,0,2.0,0.0,14.0,0,1,1,0,500.0,both,1,1,1,0,1,18.0,1,0,11.0,0,0,0,0,1,1,1,1,1,1
8580,1,1,8581,male,22,black,never_marr,0,2000,2002,6.0,15.0,0,0,0.0,4.0,7.0,0,0,1,0,700.0,grandparents,0,1,0,1,0,13.8279620853,0,1,12.0,10,0,0,0,0,0,0,0,0,1
8584,0,3,8585,male,46,black,divorced,0,2002,2003,2.0,28.0,0,1,2.0,0.0,12.0,0,1,1,0,1350.0,both,0,0,0,0,0,13.8279620853,0,0,25.0,9,0,0,0,1,1,0,0,0,1
8585,1,1,8586,male,52,white,divorced,1,2000,2002,1.0,44.0,0,1,2.0,0.0,12.0,0,1,1,0,500.0,both,0,1,0,0,0,13.8279620853,0,0,16.0,10,0,0,0,1,1,0,0,0,1
8586,0,3,8587,male,54,black,never_marr,0,1989,1989,2.0,17.0,0,1,1.0,1.0,11.0,1,0,0,0,500.0,mother,1,0,0,1,1,17.0,0,0,15.0,10,0,0,1,1,1,0,0,0,1
8587,0,4,8588,male,55,black,married,0,2001,2002,0.0,18.9689288635,0,0,2.0,0.0,10.0,0,0,1,0,900.0,grandparents,0,0,0,0,0,13.8279620853,0,0,15.0,6,0,0,0,0,0,0,0,0,0
8588,0,2,8589,male,51,black,divorced,0,2001,2002,4.0,13.0,1,0,2.0,0.0,15.0,0,1,1,0,6250.0,mother,1,0,0,1,1,13.0,0,0,13.0,10,1,1,1,1,1,0,0,0,1
8589,0,2,8590,male,55,black,married,0,2000,2000,2.0,37.0,1,1,3.0,0.0,12.0,0,1,1,0,500.0,both,0,1,0,0,0,13.8279620853,0,0,21.0,0,0,0,0,0,0,0,0,0,1
8591,1,1,8592,male,52,black,married,1,2001,2003,1.0,16.0,0,0,2.0,0.0,11.0,0,0,1,1,300.0,mother,0,0,0,0,1,20.0,0,0,19.0,9,0,0,0,0,0,0,0,0,1
8593,1,1,8594,male,63,white,widowed,1,1996,1997,1.0,20.0,1,1,2.0,0.0,14.0,0,1,1,0,1350.0,both,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
8594,0,2,8595,male,41,white,separated,1,1999,1999,15.0,26.0,0,1,15.0,0.0,11.0,0,0,1,0,1750.0,both,0,1,0,0,0,13.8279620853,0,1,14.0,10,0,1,0,0,0,0,0,0,1
8595,0,3,8596,male,50,white,married,0,1994,1995,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,1,0,500.0,both,0,0,0,1,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
8596,1,1,8597,male,64,white,married,1,2002,2003,0.0,18.9689288635,0,0,2.0,0.0,14.0,0,0,0,0,1690.21001409,grandparents,0,1,0,1,0,13.8279620853,0,0,12.0,0,0,0,0,0,0,0,0,0,0
8597,1,1,8598,male,53,white,divorced,1,1998,1999,0.0,18.9689288635,0,0,2.0,0.0,9.0,1,0,0,1,0.0,both,0,1,0,0,0,13.8279620853,0,0,19.0,10,0,0,0,0,0,0,0,0,1
8598,0,3,8599,male,49,white,divorced,1,2002,2003,0.0,18.9689288635,0,0,2.0,0.0,15.0,0,1,0,0,1350.0,both,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,1,0,0,0,0
8600,0,3,8601,male,39,white,divorced,1,2002,2003,0.0,18.9689288635,0,0,2.0,0.0,14.0,0,0,0,0,0.0,both,0,0,0,1,0,13.8279620853,0,0,20.0,10,0,1,1,0,1,0,0,1,1
8602,1,1,8603,male,48,black,married,0,1996,1997,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,1,0,1750.0,both,0,0,0,1,0,13.8279620853,0,0,18.0,10,0,0,0,0,0,0,0,0,0
8605,1,1,8606,male,39,black,widowed,0,2002,2003,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,0,0,0,1350.0,both,0,0,0,1,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
8606,0,3,8607,male,49,black,never_marr,0,1998,1999,6.0,20.0,0,1,2.0,0.0,9.0,1,0,0,0,0.0,both,0,0,0,1,0,13.8279620853,0,0,15.9622498484,0,0,0,0,1,1,0,0,0,1
8607,1,1,8608,male,52,white,married,0,1976,1977,6.0,8.0,0,1,1.0,7.0,6.0,0,0,1,0,500.0,both,1,1,0,1,1,10.0,0,1,9.0,10,1,1,0,1,1,1,1,1,1
